name,artist_wiki_references,artist_wiki_links,artist_categories,artist_most_common_nationality
shitao ,25,45,"1642 births, 1707 deaths, 17th-century Chinese calligraphers, 17th-century Chinese painters, 18th-century Chinese calligraphers, 18th-century Chinese painters, Articles containing Chinese-language text, Articles containing simplified Chinese-language text, Articles containing traditional Chinese-language text, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with NGV identifiers, Articles with NKC identifiers, Articles with PLWABN identifiers, Articles with RKDartists identifiers, Articles with SELIBR identifiers, Articles with SUDOC identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with short description, Buddhist artists, CS1 maint: location, CS1 maint: multiple names: authors list, Commons category link from Wikidata, Ming dynasty Buddhist monks, Painters from Guangxi, People from Guilin, Qing dynasty Buddhist monks, Qing dynasty landscape painters, Short description is different from Wikidata",Chinese
li kuchan ,97,776,"All articles to be expanded, All articles with unsourced statements, Art, Articles containing Chinese-language text, Articles containing simplified Chinese-language text, Articles containing traditional Chinese-language text, Articles to be expanded from March 2022, Articles using small message boxes, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with LNB identifiers, Articles with NDL identifiers, Articles with short description, Articles with unsourced statements from November 2008, Articles with unsourced statements from October 2020, CS1 Chinese-language sources (zh), CS1 errors: generic title, CS1 errors: missing name, CS1 maint: bot: original URL status unknown, Chinese art, Chinese painting, Chinese sculpture, Commons category link is on Wikidata, Pages using multiple image with auto scaled images, Region topic template using suffix, Short description is different from Wikidata, Use mdy dates from November 2011",Chinese
robert rauschenberg ,131,293,"1925 births, 2008 deaths, 20th-century American LGBT people, 20th-century American male artists, 20th-century American painters, 20th-century American printmakers, 20th-century American sculptors, 21st-century American male artists, 21st-century American painters, AIGA medalists, Académie Julian alumni, Album-cover and concert-poster artists, American LGBT artists, American dadaist, American male painters, American male sculptors, American members of the Churches of Christ, American people of German descent, American people who self-identify as being of Native American descent, American pop artists, Art Students League of New York alumni, Articles with AAG identifiers, Articles with AGSA identifiers, Articles with BIBSYS identifiers, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with CANTICN identifiers, Articles with CINII identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with Grammy identifiers, Articles with ICCU identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with KBR identifiers, Articles with LCCN identifiers, Articles with LNB identifiers, Articles with Libris identifiers, Articles with MoMA identifiers, Articles with MusicBrainz identifiers, Articles with NARA identifiers, Articles with NDL identifiers, Articles with NGV identifiers, Articles with NKC identifiers, Articles with NLA identifiers, Articles with NSK identifiers, Articles with NTA identifiers, Articles with National Gallery of Canada identifiers, Articles with PIC identifiers, Articles with PLWABN identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with Städel identifiers, Articles with TePapa identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with VcBA identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Artists from Texas, Assemblage artists, Bisexual artists, Bisexual men, Black Mountain College alumni, CS1 maint: multiple names: authors list, Experiments in Art and Technology collaborating artists, Grammy Award winners, Honorary Members of the Royal Academy, Kansas City Art Institute alumni, LGBT people from Texas, Members of the American Academy of Arts and Letters, People from Port Arthur, Texas, People with dyslexia, Recipients of the Praemium Imperiale, Recycled art artists, Sculptors from Florida, Sculptors from New York (state), Sculptors from Texas, Short description matches Wikidata, United States National Medal of Arts recipients, United States Navy personnel of World War II, United States Navy sailors, University of Texas at Austin alumni, Webarchive template wayback links",American
odilon redon ,68,140,"1840 births, 1916 deaths, 19th-century French engravers, 19th-century French lithographers, 19th-century French male artists, 19th-century French painters, 20th-century French engravers, 20th-century French lithographers, 20th-century French male artists, 20th-century French painters, 20th-century French printmakers, Articles with AAG identifiers, Articles with AGSA identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DTBIO identifiers, Articles with GND identifiers, Articles with Internet Archive links, Articles with KULTURNAV identifiers, Articles with LCCN identifiers, Articles with NGV identifiers, Articles with NLA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with TePapa identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with hCards, Articles with short description, Artists from Bordeaux, CS1 French-language sources (fr), CS1 German-language sources (de), CS1 errors: missing periodical, Commons category link from Wikidata, French Symbolist painters, French draughtsmen, French male painters, French military personnel of the Franco-Prussian War, Post-impressionist painters, Recipients of the Legion of Honour, Short description is different from Wikidata, Use dmy dates from February 2023",French
conrad marca-relli ,53,163,"1913 births, 2000 deaths, 20th-century American male artists, 20th-century American painters, Abstract expressionist artists, American emigrants to Italy, American expatriates in Italy, American male painters, American people of Italian descent, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with CANTICN identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with MoMA identifiers, Articles with NTA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Artists from Boston, Federal Art Project artists, Modern painters, Painters from New York City, People from Springs, New York, Short description is different from Wikidata, United States Army personnel of World War II, Webarchive template wayback links, Yale University faculty",American
ángel botello ,18,68,"1913 births, 1986 deaths, 20th-century American male artists, 20th-century American painters, 20th-century American sculptors, 20th-century Spanish male artists, 20th-century Spanish painters, All articles needing additional references, American male painters, American male sculptors, Articles needing additional references from November 2014, Articles with BNE identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with short description, Exiles of the Spanish Civil War in Cuba, Exiles of the Spanish Civil War in France, People from Cangas, Pontevedra, Puerto Rican painters, Puerto Rican people of Galician descent, Puerto Rican sculptors, Short description is different from Wikidata, Spanish emigrants to Puerto Rico, Spanish male painters, Spanish military personnel of the Spanish Civil War (Republican faction), École des Beaux-Arts alumni",American
henry moret ,18,106,"1856 births, 1913 deaths, 19th-century French male artists, 19th-century French painters, 20th-century French male artists, 20th-century French painters, Académie Julian alumni, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DTBIO identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with short description, Commons category link is on Wikidata, French Impressionist painters, French male painters, People from Cherbourg-Octeville, Pont-Aven painters, Short description is different from Wikidata, Webarchive template wayback links",French
louay kayyali ,20,14,"1934 births, 1978 deaths, 20th-century Syrian painters, Articles containing Arabic-language text, Articles with FAST identifiers, Articles with LCCN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Kayali family, People from Aleppo, Short description is different from Wikidata, Syrian artists",Syrian
a.r. penck ,45,92,"1939 births, 2017 deaths, 20th-century German male artists, 20th-century German painters, 20th-century German printmakers, 20th-century sculptors, 21st-century German male artists, 21st-century German painters, 21st-century sculptors, Articles containing German-language text, Articles with AGSA identifiers, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with CINII identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with Libris identifiers, Articles with MoMA identifiers, Articles with MusicBrainz identifiers, Articles with NGV identifiers, Articles with NKC identifiers, Articles with NLG identifiers, Articles with NTA identifiers, Articles with National Gallery of Canada identifiers, Articles with PLWABN identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with Städel identifiers, Articles with TePapa identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Artists from Dresden, CS1 German-language sources (de), Commons category link is on Wikidata, German contemporary artists, German jazz drummers, German male jazz musicians, German male musicians, German male painters, German male sculptors, Male drummers, Neo-expressionist artists, Pages containing links to subscription-only content, Short description is different from Wikidata, Use dmy dates from November 2018",German
eugène delacroix ,49,528,"1798 births, 1863 deaths, 19th-century French male artists, 19th-century French painters, 19th-century diarists, All articles that may contain original research, All articles with dead external links, All articles with specifically marked weasel-worded phrases, All articles with unsourced statements, Articles that may contain original research from April 2018, Articles with AAG identifiers, Articles with AGSA identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DTBIO identifiers, Articles with French-language sources (fr), Articles with GND identifiers, Articles with Internet Archive links, Articles with KULTURNAV identifiers, Articles with LCCN identifiers, Articles with NGV identifiers, Articles with NLA identifiers, Articles with PIC identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with dead external links from January 2022, Articles with dead external links from November 2022, Articles with dead external links from September 2018, Articles with hCards, Articles with permanently dead external links, Articles with short description, Articles with specifically marked weasel-worded phrases from April 2018, Articles with unsourced statements from April 2018, Artist authors, Burials at Père Lachaise Cemetery, Commons link is locally defined, French male painters, French philhellenes, French romantic painters, Lycée Louis-le-Grand alumni, Lycée Pierre-Corneille alumni, Members of the Académie des beaux-arts, Orientalist painters, People from Saint-Maurice, Val-de-Marne, Short description is different from Wikidata, Use dmy dates from November 2022, École des Beaux-Arts alumni",French
arie smit ,15,37,"1916 births, 2016 deaths, 20th-century Dutch East Indies people, 20th-century Dutch male artists, 20th-century Dutch painters, 20th-century Indonesian painters, All articles needing additional references, Articles needing additional references from August 2022, Articles with GND identifiers, Articles with LCCN identifiers, Articles with NLA identifiers, Articles with RKDartists identifiers, Articles with VIAF identifiers, Articles with hCards, Articles with short description, Artists from Bali, Burma Railway prisoners, Dutch emigrants to Indonesia, Dutch male painters, Dutch people of the Dutch East Indies, Dutch prisoners of war in World War II, People from Gianyar Regency, People from Zaanstad, Short description is different from Wikidata, World War II prisoners of war held by Japan",Dutch
jonathan meese ,58,85,"1970 births, 20th-century German male artists, 20th-century German painters, 21st-century German male artists, 21st-century German painters, All articles with dead external links, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with CANTICN identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with LCCN identifiers, Articles with MoMA identifiers, Articles with MusicBrainz identifiers, Articles with NKC identifiers, Articles with NTA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with Städel identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with dead external links from February 2020, Articles with hCards, Articles with permanently dead external links, Articles with short description, CS1 German-language sources (de), CS1 maint: bot: original URL status unknown, Commons category link from Wikidata, German contemporary artists, German installation artists, German male painters, German performance artists, Living people, People from Tokyo, Short description is different from Wikidata, University of Fine Arts of Hamburg alumni",German
louis marcoussis ,16,169,"1941 deaths, 19th-century French male artists, 19th-century French painters, 19th-century Polish Jews, 19th-century Polish painters, 20th-century French male artists, 20th-century French painters, Académie Julian alumni, All articles lacking in-text citations, Articles lacking in-text citations from March 2023, Articles with AAG identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DTBIO identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with short description, French male painters, Jan Matejko Academy of Fine Arts alumni, Polish emigrants to France, Short description is different from Wikidata, Soldiers of the French Foreign Legion, Year of birth uncertain",French
charles théodore frère ,8,24,"1814 births, 1888 deaths, 19th-century French male artists, 19th-century French painters, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with GND identifiers, Articles with RKDartists identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with short description, Commons category link is on Wikidata, French male painters, French orientalists, Orientalist painters, Painters from Paris, Short description is different from Wikidata",French
gwen john ,53,143,"1876 births, 1939 deaths, 19th-century Welsh painters, 19th-century Welsh women artists, 20th-century Welsh painters, 20th-century Welsh women artists, Académie Carmen alumni, Articles with AGSA identifiers, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with MoMA identifiers, Articles with Musée d'Orsay identifiers, Articles with NGV identifiers, Articles with NKC identifiers, Articles with NLA identifiers, Articles with NLK identifiers, Articles with NTA identifiers, Articles with National Gallery of Canada identifiers, Articles with PortugalA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Bisexual painters, Bisexual women, British artists' models, Commons category link from Wikidata, Converts to Roman Catholicism, John family, LGBT Roman Catholics, People from Haverfordwest, Short description is different from Wikidata, Sibling artists, Use dmy dates from April 2022, Welsh LGBT painters, Welsh Roman Catholics, Welsh bisexual people, Welsh expatriates in France, Welsh people of English descent, Welsh portrait painters, Welsh watercolourists, Welsh women painters, Women watercolorists",British
abraham bloemaert ,26,103,"1566 births, 1651 deaths, Articles with AAG identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with BPN identifiers, Articles with DTBIO identifiers, Articles with Dutch-language sources (nl), Articles with GND identifiers, Articles with KULTURNAV identifiers, Articles with LCCN identifiers, Articles with NGV identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with TePapa identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with hCards, Articles with short description, Artists from Utrecht, Bloemaert family, Commons category link is on Wikidata, Commons link from Wikidata, Dutch Golden Age painters, Dutch Golden Age printmakers, Dutch Mannerist painters, Dutch male painters, Painters from Utrecht, People from Gorinchem, Short description is different from Wikidata, Use dmy dates from December 2020, Webarchive template wayback links, Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference, Wikipedia articles incorporating text from the 1911 Encyclopædia Britannica",Dutch
zha shibiao ,13,17,"1615 births, 1698 deaths, 17th-century Chinese calligraphers, 17th-century Chinese painters, All articles lacking in-text citations, Articles containing simplified Chinese-language text, Articles lacking in-text citations from May 2009, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with NLA identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Ming dynasty calligraphers, Ming dynasty landscape painters, Painters from Anhui, Qing dynasty calligraphers, Qing dynasty landscape painters",Chinese
andré dunoyer de segonzac ,46,67,"1884 births, 1974 deaths, 20th-century French male artists, 20th-century French painters, 20th-century French printmakers, Art educators, Articles with AGSA identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DTBIO identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with NGV identifiers, Articles with NLA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with short description, CS1: Julian–Gregorian uncertainty, French etchers, French illustrators, French male painters, French military personnel of World War I, Honorary Members of the Royal Academy, Olympic competitors in art competitions, People from Essonne, Recipients of the Croix de Guerre 1914–1918 (France), Short description is different from Wikidata, Webarchive template wayback links",French
john smart ,20,27,"1740 births, 1811 deaths, 18th-century English male artists, 18th-century English painters, 19th-century English male artists, 19th-century English painters, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DSI identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with KULTURNAV identifiers, Articles with LCCN identifiers, Articles with NLA identifiers, Articles with RKDartists identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Commons category link from Wikidata, English male painters, English portrait painters, Glasites, Portrait miniaturists, Short description is different from Wikidata, Use dmy dates from April 2022, Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference, Wikipedia articles incorporating text from the 1911 Encyclopædia Britannica",English
lin fengmian,29,506,"1900 births, 1991 deaths, Academic staff of China Academy of Art, Academic staff of the École des Beaux-Arts, All articles needing additional references, Articles containing Chinese-language text, Articles containing traditional Chinese-language text, Articles needing additional references from December 2014, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with LCCN identifiers, Articles with NKC identifiers, Articles with NTA identifiers, Articles with PLWABN identifiers, Articles with RKDartists identifiers, Articles with SUDOC identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Artists from Meizhou, Educators from Guangdong, Hakka people, Hong Kong people of Hakka descent, Pages using infobox person with multiple spouses, Painters from Guangdong, People from Meixian District, Republic of China painters, Victims of the Cultural Revolution",Hakka
"james ward, r.a. ",42,368,"1769 births, 1859 deaths, 18th-century English male artists, 18th-century English painters, 19th-century English male artists, 19th-century English painters, All articles with dead external links, Animal artists, Articles with AAG identifiers, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with KBR identifiers, Articles with LCCN identifiers, Articles with NGV identifiers, Articles with NLA identifiers, Articles with NTA identifiers, Articles with PLWABN identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with TePapa identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with VcBA identifiers, Articles with WorldCat identifiers, Articles with dead external links from December 2017, Articles with dead external links from February 2012, Articles with hCards, Articles with permanently dead external links, Articles with short description, Burials at Kensal Green Cemetery, Commons category link is on Wikidata, English male painters, Landscape artists, Pages using Template:Post-nominals with customized linking, Pages using infobox person with multiple spouses, Royal Academicians, Short description is different from Wikidata, Use dmy dates from April 2022, Webarchive template wayback links, Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference",English
óscar domínguez ,29,185,"1906 births, 1957 deaths, 1957 suicides, 20th-century Spanish male artists, 20th-century Spanish painters, All articles needing additional references, All stub articles, Articles needing additional references from January 2008, Articles using Template Infobox person Wikidata, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with NGV identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with hCards, Articles with infoboxes completely from Wikidata, Articles with short description, Artists from the Canary Islands, Artists who committed suicide, CS1 maint: others, People from San Cristóbal de La Laguna, Short description is different from Wikidata, Spanish male painters, Spanish painter stubs, Spanish surrealist artists, Suicides by sharp instrument in France",Spanish
carel willink ,24,39,"1900 births, 1983 deaths, 20th-century Dutch male artists, 20th-century Dutch painters, All articles needing additional references, Articles needing additional references from February 2015, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with BPN identifiers, Articles with DTBIO identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with NLA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with hCards, Articles with short description, Commons category link is on Wikidata, Dutch male painters, Magic realist artists, Painters from Amsterdam, Recipients of the Order of Orange-Nassau, Short description is different from Wikidata, Use dmy dates from January 2022",Dutch
wouterus verschuur ,7,19,"1812 births, 1874 deaths, 19th-century Dutch male artists, 19th-century Dutch painters, Articles with BPN identifiers, Articles with DTBIO identifiers, Articles with GND identifiers, Articles with RKDartists identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with hCards, Articles with short description, CS1 Dutch-language sources (nl), Commons category link is on Wikidata, Dutch male painters, Equine artists, Painters from Amsterdam, Short description is different from Wikidata",Dutch
avinash chandra ,21,36,"1931 births, 1991 deaths, 20th-century British painters, 20th-century Indian painters, All articles with unsourced statements, Articles containing French-language text, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with LCCN identifiers, Articles with RKDartists identifiers, Articles with SUDOC identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Articles with unsourced statements from June 2020, CS1 errors: missing title, Delhi Technological University alumni, Indian emigrants to the United Kingdom, People from Golders Green, People from Shimla, Short description is different from Wikidata, Use dmy dates from April 2022",Indian
john currin ,38,44,"1962 births, 20th-century American painters, 21st-century American painters, All articles covered by WikiProject Wikify, American male painters, Articles covered by WikiProject Wikify from April 2015, Articles needing footnote reformatting, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ICCU identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with MoMA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Carnegie Mellon University College of Fine Arts alumni, Living people, Painters from Colorado, Painters from New York City, People from Boulder, Colorado, Short description matches Wikidata, Yale School of Art alumni",American
john baldessari ,96,258,"1931 births, 2020 deaths, All articles with unsourced statements, American conceptual artists, American people of Danish descent, American people of Italian descent, American printmakers, Art in Greater Los Angeles, Articles with AAG identifiers, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with CANTICN identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with KBR identifiers, Articles with KULTURNAV identifiers, Articles with LCCN identifiers, Articles with Libris identifiers, Articles with MoMA identifiers, Articles with MusicBrainz identifiers, Articles with NGV identifiers, Articles with NKC identifiers, Articles with NTA identifiers, Articles with National Gallery of Canada identifiers, Articles with PIC identifiers, Articles with PLWABN identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with Städel identifiers, Articles with TePapa identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Articles with unsourced statements from January 2023, Artists from California, Commons category link is on Wikidata, Fellows of the American Academy of Arts and Sciences, Members of the American Academy of Arts and Letters, People from National City, California, Postmodern artists, San Diego State University alumni, Short description is different from Wikidata, University of California, Berkeley alumni, Webarchive template wayback links",American
hughes claude pissarro ,19,40,"1935 births, 20th-century French Sephardi Jews, 20th-century French male artists, 20th-century French painters, 21st-century French male artists, 21st-century French painters, All BLP articles lacking sources, All articles lacking in-text citations, Articles lacking in-text citations from August 2012, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with VIAF identifiers, Articles with multiple maintenance issues, Articles with short description, BLP articles lacking sources from July 2011, Commons category link is on Wikidata, French male painters, French people of Portuguese-Jewish descent, Jewish painters, Living people, People from Neuilly-sur-Seine, Pissarro family, Short description is different from Wikidata",French
laura owens ,56,30,"1970 births, 20th-century American painters, 20th-century American women artists, 21st-century American painters, 21st-century American women artists, American contemporary painters, American women painters, Articles with BIBSYS identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with LCCN identifiers, Articles with LNB identifiers, Articles with MoMA identifiers, Articles with NDL identifiers, Articles with NTA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Bâloise Prize winners, CS1 maint: url-status, California Institute of the Arts alumni, Living people, Official website not in Wikidata, Rhode Island School of Design alumni, Short description matches Wikidata, Use mdy dates from December 2021",American
john sloan ,50,355,"1871 births, 1951 deaths, 19th-century American male artists, 19th-century American painters, 20th-century American male artists, 20th-century American painters, 20th-century American printmakers, American etchers, American male painters, Art Students League of New York faculty, Articles using NRISref without a reference number, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ISNI identifiers, Articles with Internet Archive links, Articles with J9U identifiers, Articles with KBR identifiers, Articles with LCCN identifiers, Articles with LNB identifiers, Articles with MoMA identifiers, Articles with MusicBrainz identifiers, Articles with Musée d'Orsay identifiers, Articles with NKC identifiers, Articles with NLA identifiers, Articles with NLG identifiers, Articles with NTA identifiers, Articles with PLWABN identifiers, Articles with Project Gutenberg links, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with TePapa identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with VcBA identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Artists from Philadelphia, Artists from Santa Fe, New Mexico, Central High School (Philadelphia) alumni, Commons category link from Wikidata, Federal Art Project artists, Modern painters, Pennsylvania Academy of the Fine Arts alumni, People from Lock Haven, Pennsylvania, Short description matches Wikidata, Society of Independent Artists, Taos Society of Artists",American
leonor fini ,61,222,"1907 births, 1996 deaths, 20th-century Argentine LGBT people, 20th-century Argentine artists, 20th-century Argentine painters, 20th-century Argentine women artists, 20th-century Italian LGBT people, 20th-century Italian women artists, All articles that may contain original research, Argentine LGBT painters, Argentine bisexual people, Argentine painters, Argentine people of German descent, Argentine people of Italian descent, Argentine people of Slavic descent, Argentine people of Venetian descent, Argentine surrealist artists, Argentine women painters, Articles that may contain original research from March 2015, Articles with BNE identifiers, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with CANTICN identifiers, Articles with CINII identifiers, Articles with DTBIO identifiers, Articles with FAST identifiers, Articles with GND identifiers, Articles with ICCU identifiers, Articles with ISNI identifiers, Articles with J9U identifiers, Articles with KBR identifiers, Articles with LCCN identifiers, Articles with MoMA identifiers, Articles with NKC identifiers, Articles with NLA identifiers, Articles with NLG identifiers, Articles with NTA identifiers, Articles with PLWABN identifiers, Articles with PortugalA identifiers, Articles with RKDartists identifiers, Articles with SNAC-ID identifiers, Articles with SUDOC identifiers, Articles with Trove identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with WorldCat identifiers, Articles with hCards, Articles with short description, Artists from Buenos Aires, Bisexual painters, Bisexual women artists, CS1 errors: missing periodical, Commons category link is on Wikidata, Italian LGBT painters, Italian bisexual people, Italian surrealist artists, Italian women painters, Polyamorous people, Short description is different from Wikidata, Use dmy dates from April 2020, Women surrealist artists",Argentine
georges valmier ,10,52,"1885 births, 1937 deaths, 20th-century French male artists, 20th-century French painters, Articles with BNF identifiers, Articles with BNFdata identifiers, Articles with GND identifiers, Articles with LCCN identifiers, Articles with RKDartists identifiers, Articles with ULAN identifiers, Articles with VIAF identifiers, Articles with hCards, Articles with short description, Cubist artists, French Impressionist painters, French male painters, Short description is different from Wikidata",French
nicolas party ,7,23,"1980 births, 21st-century Swiss painters, Articles with short description, Living people, People from Lausanne, Short description is different from Wikidata, Swiss artists, Swiss contemporary artists",Swiss
